% Device,CC1841005
% File name,CC1841005_20220417_062738
% Cast time (UTC),2022-04-17 06:27:38
% Cast time (local),2022-04-17 02:27:38
% Sample type,Cast
% Cast data,Raw
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,49.4797267
% Start longitude,0.0276967
% Start altitude,52.715000152587891
% Start GPS horizontal error(Meter),9.9209995269775391
% Start GPS vertical error(Meter),18.937000274658203
% Start GPS number of satellites,5
% End latitude,49.4795053
% End longitude,0.0281416
% End altitude,50.180999755859375
% End GPS horizontal error(Meter),215.89500427246094
% End GPS vertical error(Meter),98.611000061035156
% End GPS number of satellites,4
% Cast duration (Seconds),645.2
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2018-11-19
% Temperature calibration date,2018-11-16
% Pressure calibration date,2018-11-13
% 
Time (Seconds),Pressure (Decibar),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter)
0.2,0,10.550694465637207,4.5968875885009766
0.4,-0.0031841538303574168,10.550853729248047,5.50674295425415
0.6,-0.00159993607868536,10.551616668701172,5.50230598449707
0.8,-0.0053162401775974644,10.552085876464844,5.4883651733398438
1,-0.0010750857804175951,10.552370071411133,5.4861087799072266
1.2,0.0015696178110999881,10.553335189819336,5.4908485412597656
1.4,0.0042171824255650137,10.55339527130127,5.4862394332885742
1.6,0.010573586456535722,10.553572654724121,5.4808683395385742
1.8,0.0026162926725632474,10.553699493408203,5.4721736907958984
2,0.0020833534418152055,10.553192138671875,5.4614453315734863
2.2,0.0089709540670224186,10.55186939239502,5.4634151458740234
2.4,0.0068453787278759393,10.551423072814941,5.4629526138305664
2.6,0.0052509999829677412,10.55109977722168,5.45794677734375
2.8,0.0057718708718468292,10.55006217956543,5.4495978355407715
3,0.0036491565556495686,10.55046558380127,5.4504423141479492
3.2,0.007886496255563813,10.547813415527344,5.4429998397827148
3.4,0.012123835955479834,10.546909332275391,5.4423561096191406
